title,link,excerpt,published_at,funding_round,money_raised
"Beekeeper, the mobile-first communications platform for non-desk workers, raises $8M Series A",https://techcrunch.com/2017/03/21/beekeeper-series-a/,"Beekeeper, the Switzerland and U.S.-based startup that provides a mobile-first communications platform for employers that need a better way to communicate with blue-collar and service-oriented workers...",2017/03/21,Series A,$8 M
Practice Fusion Pulls In $34M Series C Led By Artis To Crush The Other eMedical Record Startups,https://techcrunch.com/2012/06/28/practice-fusion/,"Practice Fusion is the frontrunner in the fevered race to become the electronic medical record platform, and today it finished raising a $34 million Series C led by hedge fund Artis Ventures to make s...",2012/06/28,Series C,$34 M
"With $20 Billion In Consumer Debt Under Management, Credit Sesame Closes $12 Million Series C",https://techcrunch.com/2012/06/11/with-20-billion-in-consumer-debt-under-management-credit-sesame-closes-12-million-series-b/,"Personal finance service (and TechCrunch Disrupt alum) Credit Sesame has just secured $12 million in Series C funding. The round was led by Globespan Capital Partners, and included participation from ...",2012/06/11,Series C,$12 M
NEA Leads Educational Network Edmodo?s $25 Million Series C,https://techcrunch.com/2012/07/19/nea-leads-educational-network-edmodos-25-million-series-c/,"Edmodo, the collaborative learning network for teachers and students, is announcing today it has closed a $25 million Series C round of funding. The round was led by new investor New Enterprise Associ...",2012/07/19,Series C,$25 M
Data Storage Company Nexenta Scores $21 Million In Series C Funding,https://techcrunch.com/2012/01/18/data-storage-company-nexenta-scores-21-million-in-series-c-funding/,Data storage solutions provider Nexenta this morning announced that it has secured $21 million in Series C funding in a round led by new investor Menlo Ventures and joined by Sierra Ventures and Razor...,2012/01/18,Series C,$21 M
"Helmed By Line?s Former CEO, Video Startup C Channel Launches With $4.1M In Funding",https://techcrunch.com/2015/04/09/c-channel/,"Today marks the official launch of C Channel, the new video startup headed by former Line chief executive officer Akira Morikawa. So far, the company has raised 500 million yen (about $4.1 million) in...",2015/04/09,NA,$4.1 M
Demisto emerges from stealth with $6M Series A and smart bot to help automate security ops,https://techcrunch.com/2016/05/25/demisto-emerges-from-stealth-with-smart-security-bot-to-improve-security-ops/,"Demisto, a company founded by four security industry pros, emerged from stealth today with a pretty cool bot-driven security platform and $6 million in Series A. The round was led by Accel with partic...",2016/05/25,Series A,$6 M
Silvair raises $12 million Series A to light up your (retail) life,https://techcrunch.com/2016/11/02/silvair-raises-12-million-series-a-to-light-up-your-retail-life/,"When we last left Polish smart lighting company Silvair they were working on a way to create a Bluetooth mesh network between you, your kettle, your lightbulbs, and countless other devices in the home...",2016/11/02,Series A,$12 M
Network analytics startup Kentik pulls in $23M Series B,https://techcrunch.com/2016/08/04/network-analytics-startup-kentik-pulls-in-23m-series-b/,"In a beacon of hope for onlooking founders, Y Combinator reject and network analytics startup Kentik Technologies locked down a $23 million Series B this morning. Let?s be honest ? most of us don?t kn...",2016/08/04,Series B,$23 M
From Silicon Valley To Europe: Is The U.S. Series A Crunch Affecting European Startups?,https://techcrunch.com/2012/12/22/from-silicon-valley-to-europe-is-the-u-s-series-a-crunch-affecting-european-startups/,Q: Is Silicon Valley's Series A crunch causing a chill in Europe? A: Yes and no. A lot has been written about the Series A crunch/palpable chill in Silicon Valley that's making founders pull their car...,2012/12/22,Series A,unknown
Forget That Lame Teaser: RIM?s L-Series BlackBerry 10 Phone Gets Captured On Video (Again),https://techcrunch.com/2012/12/12/forget-that-lame-teaser-rims-l-series-blackberry-10-phone-gets-captured-on-video-again/,"RIM posted a mostly toothless smartphone teaser to its BlackBerry 10 landing page earlier this week, but really, what BlackBerry fan could be appeased by that? Thankfully, the folks at Tinhte.vn (the ...",2012/12/12,Series B,unknown
Ad Network Greystripe Receives $5.5 Million In Series C Funding,https://techcrunch.com/2009/03/11/ad-network-greystripe-receives-55-million-in-series-c-funding/,"Mobile game advertising network Greystripe secured $5.5 million in Series C funding led by Incubic Venture Capital, Steamboat Ventures and Monitor Ventures. The company previously received a total of ...",2009/03/11,Series C,$5.5 M
Full Details On Mint's $14 Million Series C Round,https://techcrunch.com/2009/08/12/full-details-on-mints-14-million-series-c-round/,"Mint, the popular personal finance site that won 2007's TechCrunch40 conference, has closed a new $14 million Series C funding round. Silicon Alley Insider discovered the round in an SEC filing this m...",2009/08/12,Series C,$14 M
Trion Closes A Whopping $70 Million In Series C Funding,https://techcrunch.com/2008/09/23/trion-closes-a-whopping-70-million-in-series-c-funding/,"Trion World Network, an online games developer, announced today that it raised $70 million in Series C funding. Peacock Equity, the joint venture between GE Commercial Finance?s Media, Communications ...",2008/09/23,Series C,$70 M
PlayFirst Plays Its Way To $9.2 Million In Series C,https://techcrunch.com/2010/10/12/playfirst/,"Gaming startup PlayFirst has raised $9.2 million to expand its casual gaming experience into mobile and social, raising its total funding to $31 million. The Series C round was split into $5.2 million...",2010/10/12,Series C,$9.2 M
Like.com's Perfect Timing: $32 Million Series C Round,https://techcrunch.com/2008/10/21/likecoms-perfect-timing-32-million-series-c-round/,"Silicon Valley based Like.com managed to raise a monster round of financing at just the right time: $32 million in Series C round of funding that closed in August, led by Menlo Ventures. Crosslink Cap...",2008/10/21,Series C,$32 M
"The Facebook Button Is Back On Phones: Nokia Puts Social Networking Knobs On ~$62 Series 40 Asha 205, 205 Dual-SIM Qwerty Handsets",https://techcrunch.com/2012/11/26/the-facebook-button-is-back-on-phones-nokia-puts-social-networking-knobs-on-62-series-40-asha-205-205-dual-sim-qwerty-handsets/,"Amid all the Windows Phone, luridly coloured Lumia hype, it's easy to forget Nokia sells a far more successful line of mobile phones, based on its Series 40 OS. While it sold just 2.9 million Microsof...",2012/11/26,NA, 2.9 M
YouSendIt Closes Its $14 Million Series C Round,https://techcrunch.com/2008/07/14/yousendit-closes-its-14-million-series-c-round/,"YouSendIt has raised an additional $14 million in a Series C round led by Emergence Capital and all existing investors, including Alloy Ventures, Sevin Rosen Funds, Cambrian Ventures and Sigma Partner...",2008/07/14,Series C,$14 M
Everfi raises $190 million to teach life skills and touchy subjects online,https://techcrunch.com/2017/04/26/everfi-raises-190-million-to-teach-life-skills-and-touchy-subjects-online/,EVERFI Inc. has raised $190 million in Series D funding to teach students online the life skills and touchy subject matter that they never learned in school. A sampling of courses offered by Everfi ra...,2017/04/26,Series D,$190 M
Ticket Scalpers Seatwave Take $25 Million Series C,https://techcrunch.com/2008/02/11/ticket-scalpers-seatwave-take-25-million-series-c/,"European ticket resellers Seatwave have taken $25 million Series C in a round led by Fidelity Ventures that included Atlas Venture, Mangrove Capital Partners and Adinvest. Total funding for Seatwave t...",2008/02/11,Series C,$25 M
"MyMusicTaste, A Crowdsourcing Platform For Concerts, Raises $10M Series A",https://techcrunch.com/2016/01/07/mymusictaste-a-crowdsourcing-platform-for-concerts-raises-10m-series-a/,"MyMusicTaste, a Seoul-based startup that gauges fan interest to help figure out where to plan concerts, plans to expand throughout Asia after landing a $10 million Series A led by Softbank Ventures Ko...",2016/01/07,Series A,$10 M
Redfin Takes $12 Million Series C Financing Amid Realtor War,https://techcrunch.com/2007/07/17/redfin-takes-12-million-series-c-financing-amid-realtor-war/,"Seattle-based Redfin, a real estate website that allows users to bypass most of the fees associated with using real estate brokers, has closed a $12 million Series C round of financing. This is on top...",2007/07/17,Series C,$12 M
"Chowbotics raises $5 million for salad-making robots named Sally, of course",https://techcrunch.com/2017/03/09/chowbotics-raises-5-million-for-salad-making-robots-named-sally-of-course/,"Chowbotics Inc. has landed $5 million in a Series A round of venture funding to develop what it's calling food service robots. These are machines designed to prepare food in restaurants, cafeterias an...",2017/03/09,Series A,$5 M
Jajah Announces Deutsche Telekom As Second Series C Investor,https://techcrunch.com/2007/05/28/jajah-announces-deutsche-telekom-as-second-series-c-investor/,"Earlier this month we announced VOIP startup Jajah had accepted $20 million in series C investment from Intel Capital. Tonight, Jajah has announced that they've added a co-lead to the round: Deutsche ...",2007/05/28,Series C,$20 M
JAJAH Lands $20 million Series C Funding From Intel,https://techcrunch.com/2007/05/09/jajah-lands-20-million-series-c-funding-from-intel/,"VOIP provider JAJAH closes Series C funding of $20 million today, with the lead investment coming from Intel Capital, the venture capital arm of Intel. Previous TechCrunch coverage here. As part of th...",2007/05/09,Series C,$20 M
Social Media Dashboard Bottlenose Raises $3.6M,https://techcrunch.com/2013/07/30/social-media-dashboard-bottlenose-raises-3-6m/,"Bottlenose, a web platform to organize social media streams, has raised $3.6 million in Series A funding. The round was led by ff Venture Capital and joined by Lerer Ventures, Transmedia, Advancit, St...",2013/07/30,Series A,$3.6 M
Setting The Right Valuation For A Competitive Series A Round,https://techcrunch.com/2015/07/31/setting-the-right-valuation-for-a-competitive-series-a-round/,Founders are often puzzled by how VCs derive valuations for competitive Series A rounds. A competitive Series A round is an equity round where a company generally raises greater than $5 million led by...,2015/07/31,Series A,$5 M
Sources: Peter Thiel Is Investing In Kreditech?s $100M Series C Round,https://techcrunch.com/2015/07/10/kreditech-2/,"While Greece and its creditors continue to play a game of chicken, a startup out of Germany putting a big data spin on the business of loaning money is raising a large round of funding. TechCrunch has...",2015/07/10,Series C,$100 M
